user_id,item_id,category_id,pay_time,order_id_pseudo
389337,3182181,2920476,2017-11-26 08:15:17,389337_3182181_2017-11-26 08:15:17
94713,5078354,1308457,2017-11-26 08:15:21,94713_5078354_2017-11-26 08:15:21
450980,4052976,4436461,2017-11-26 08:15:27,450980_4052976_2017-11-26 08:15:27
1005230,1516722,2297500,2017-11-26 08:15:40,1005230_1516722_2017-11-26 08:15:40
322708,1369208,1986754,2017-11-26 08:15:57,322708_1369208_2017-11-26 08:15:57
803634,4518914,2476560,2017-11-26 08:15:58,803634_4518914_2017-11-26 08:15:58
364887,3445423,3645362,2017-11-26 08:16:42,364887_3445423_2017-11-26 08:16:42
486458,1556564,2794147,2017-11-26 08:17:09,486458_1556564_2017-11-26 08:17:09
540220,4179978,450901,2017-11-26 08:17:57,540220_4179978_2017-11-26 08:17:57
817434,4557882,2259994,2017-11-26 08:18:12,817434_4557882_2017-11-26 08:18:12
905252,619271,1573465,2017-11-26 08:18:19,905252_619271_2017-11-26 08:18:19
628548,4250926,4877478,2017-11-26 08:18:40,628548_4250926_2017-11-26 08:18:40
910423,4268266,4181361,2017-11-26 08:19:02,910423_4268266_2017-11-26 08:19:02
523744,2096206,4640311,2017-11-26 08:19:13,523744_2096206_2017-11-26 08:19:13
169324,2460428,4801426,2017-11-26 08:19:37,169324_2460428_2017-11-26 08:19:37
980807,5065464,1834026,2017-11-26 08:20:37,980807_5065464_2017-11-26 08:20:37
494041,3991299,4062559,2017-11-26 08:21:47,494041_3991299_2017-11-26 08:21:47
36653,548599,4544118,2017-11-26 08:22:08,36653_548599_2017-11-26 08:22:08
1009158,2744676,982926,2017-11-26 08:23:52,1009158_2744676_2017-11-26 08:23:52
786586,3536018,970338,2017-11-26 08:24:17,786586_3536018_2017-11-26 08:24:17
366415,46207,1595193,2017-11-26 08:24:52,366415_46207_2017-11-26 08:24:52
5976,3891432,3776866,2017-11-26 08:25:03,5976_3891432_2017-11-26 08:25:03
953555,920955,2926020,2017-11-26 08:25:03,953555_920955_2017-11-26 08:25:03
276602,221538,3118167,2017-11-26 08:25:10,276602_221538_2017-11-26 08:25:10
988136,3444731,2476560,2017-11-26 08:25:10,988136_3444731_2017-11-26 08:25:10
708248,3687513,4238377,2017-11-26 08:25:39,708248_3687513_2017-11-26 08:25:39
145260,3384488,2783282,2017-11-26 08:25:41,145260_3384488_2017-11-26 08:25:41
53507,529311,2834771,2017-11-26 08:25:52,53507_529311_2017-11-26 08:25:52
116542,2449915,982926,2017-11-26 08:25:52,116542_2449915_2017-11-26 08:25:52
855567,2154801,2939262,2017-11-26 08:26:29,855567_2154801_2017-11-26 08:26:29
626529,4370786,984238,2017-11-26 08:26:29,626529_4370786_2017-11-26 08:26:29
58688,3277946,4818107,2017-11-26 08:27:00,58688_3277946_2017-11-26 08:27:00
454564,4318782,1231891,2017-11-26 08:28:06,454564_4318782_2017-11-26 08:28:06
431538,2059945,4801426,2017-11-26 08:28:07,431538_2059945_2017-11-26 08:28:07
580135,490956,1173843,2017-11-26 08:28:30,580135_490956_2017-11-26 08:28:30
415934,4098058,2885642,2017-11-26 08:28:33,415934_4098058_2017-11-26 08:28:33
234754,1297372,2644484,2017-11-26 08:28:42,234754_1297372_2017-11-26 08:28:42
878460,3341993,1881956,2017-11-26 08:28:44,878460_3341993_2017-11-26 08:28:44
1538,4916730,1568197,2017-11-26 08:29:04,1538_4916730_2017-11-26 08:29:04
601596,2557381,3598912,2017-11-26 08:29:28,601596_2557381_2017-11-26 08:29:28
63043,4899766,4801426,2017-11-26 08:29:53,63043_4899766_2017-11-26 08:29:53
322794,4407965,3338209,2017-11-26 08:30:15,322794_4407965_2017-11-26 08:30:15
479410,3224386,800581,2017-11-26 08:30:24,479410_3224386_2017-11-26 08:30:24
450472,1959372,381850,2017-11-26 08:31:25,450472_1959372_2017-11-26 08:31:25
677344,803682,1080785,2017-11-26 08:31:31,677344_803682_2017-11-26 08:31:31
896896,3027489,2939262,2017-11-26 08:31:54,896896_3027489_2017-11-26 08:31:54
775699,2809136,1635363,2017-11-26 08:31:59,775699_2809136_2017-11-26 08:31:59
807092,3967661,2975713,2017-11-26 08:32:05,807092_3967661_2017-11-26 08:32:05
282389,2865381,1127566,2017-11-26 08:32:23,282389_2865381_2017-11-26 08:32:23
220738,3286088,901282,2017-11-26 08:35:10,220738_3286088_2017-11-26 08:35:10
312440,3881370,2042400,2017-11-26 08:35:12,312440_3881370_2017-11-26 08:35:12
440919,2441976,2355072,2017-11-26 08:35:23,440919_2441976_2017-11-26 08:35:23
15706,2089170,4918438,2017-11-26 08:35:29,15706_2089170_2017-11-26 08:35:29
651383,4603731,3720767,2017-11-26 08:35:37,651383_4603731_2017-11-26 08:35:37
118567,441043,960102,2017-11-26 08:36:26,118567_441043_2017-11-26 08:36:26
131794,3264019,4086613,2017-11-26 08:37:06,131794_3264019_2017-11-26 08:37:06
707215,1014466,3002561,2017-11-26 08:37:27,707215_1014466_2017-11-26 08:37:27
318703,2924467,570735,2017-11-26 08:37:36,318703_2924467_2017-11-26 08:37:36
951947,5068706,1462051,2017-11-26 08:38:23,951947_5068706_2017-11-26 08:38:23
785626,1389916,973389,2017-11-26 08:38:37,785626_1389916_2017-11-26 08:38:37
913055,130219,1851156,2017-11-26 08:38:40,913055_130219_2017-11-26 08:38:40
242657,3646754,4339722,2017-11-26 08:39:09,242657_3646754_2017-11-26 08:39:09
431634,4880752,1297992,2017-11-26 08:39:34,431634_4880752_2017-11-26 08:39:34
357360,2319335,3607361,2017-11-26 08:40:14,357360_2319335_2017-11-26 08:40:14
732651,572225,5015375,2017-11-26 08:40:42,732651_572225_2017-11-26 08:40:42
336262,3672808,4643350,2017-11-26 08:41:01,336262_3672808_2017-11-26 08:41:01
238717,87927,1029459,2017-11-26 08:41:21,238717_87927_2017-11-26 08:41:21
242694,3020126,3189935,2017-11-26 08:42:02,242694_3020126_2017-11-26 08:42:02
962881,5027281,3188631,2017-11-26 08:42:23,962881_5027281_2017-11-26 08:42:23
713772,3367369,982926,2017-11-26 08:42:38,713772_3367369_2017-11-26 08:42:38
943700,4654160,3102419,2017-11-26 08:42:50,943700_4654160_2017-11-26 08:42:50
141685,3876466,1973012,2017-11-26 08:43:29,141685_3876466_2017-11-26 08:43:29
498326,341595,4181361,2017-11-26 08:44:12,498326_341595_2017-11-26 08:44:12
270861,274071,5053508,2017-11-26 08:44:28,270861_274071_2017-11-26 08:44:28
597045,1273422,1299190,2017-11-26 08:44:50,597045_1273422_2017-11-26 08:44:50
999119,1934403,587452,2017-11-26 08:45:12,999119_1934403_2017-11-26 08:45:12
392392,2173645,1521931,2017-11-26 08:46:27,392392_2173645_2017-11-26 08:46:27
85007,4726331,4078249,2017-11-26 08:46:49,85007_4726331_2017-11-26 08:46:49
367064,3074792,570735,2017-11-26 08:47:10,367064_3074792_2017-11-26 08:47:10
121256,21221,3758209,2017-11-26 08:47:19,121256_21221_2017-11-26 08:47:19
612620,3105876,5146636,2017-11-26 08:47:59,612620_3105876_2017-11-26 08:47:59
212149,3122113,1286537,2017-11-26 08:47:59,212149_3122113_2017-11-26 08:47:59
297955,69038,553365,2017-11-26 08:48:03,297955_69038_2017-11-26 08:48:03
788327,1311233,1693998,2017-11-26 08:49:02,788327_1311233_2017-11-26 08:49:02
312599,3628240,882707,2017-11-26 08:49:56,312599_3628240_2017-11-26 08:49:56
764936,1239905,1367932,2017-11-26 08:51:10,764936_1239905_2017-11-26 08:51:10
547922,468858,4956748,2017-11-26 08:52:13,547922_468858_2017-11-26 08:52:13
1010780,1034733,1516409,2017-11-26 08:52:21,1010780_1034733_2017-11-26 08:52:21
1002240,4357543,3461439,2017-11-26 08:52:31,1002240_4357543_2017-11-26 08:52:31
359117,1976473,5140516,2017-11-26 08:52:45,359117_1976473_2017-11-26 08:52:45
469763,4139042,903809,2017-11-26 08:52:46,469763_4139042_2017-11-26 08:52:46
873486,4857756,1429156,2017-11-26 08:52:53,873486_4857756_2017-11-26 08:52:53
165685,1262356,3730378,2017-11-26 08:53:04,165685_1262356_2017-11-26 08:53:04
285803,5155062,767106,2017-11-26 08:53:08,285803_5155062_2017-11-26 08:53:08
196037,4029727,3524510,2017-11-26 08:53:16,196037_4029727_2017-11-26 08:53:16
361306,4165339,2877672,2017-11-26 08:53:21,361306_4165339_2017-11-26 08:53:21
882509,350231,3065645,2017-11-26 08:53:42,882509_350231_2017-11-26 08:53:42
133891,2996051,3702593,2017-11-26 08:53:48,133891_2996051_2017-11-26 08:53:48
1017225,2140144,4159072,2017-11-26 08:53:56,1017225_2140144_2017-11-26 08:53:56
262061,3178609,4818107,2017-11-26 08:54:31,262061_3178609_2017-11-26 08:54:31
453167,4691541,1108912,2017-11-26 08:55:28,453167_4691541_2017-11-26 08:55:28
544947,4873264,2515942,2017-11-26 08:55:53,544947_4873264_2017-11-26 08:55:53
80066,3801261,1029459,2017-11-26 08:56:23,80066_3801261_2017-11-26 08:56:23
908493,4443059,570735,2017-11-26 08:56:49,908493_4443059_2017-11-26 08:56:49
92495,959927,3065645,2017-11-26 08:57:21,92495_959927_2017-11-26 08:57:21
176593,313023,143013,2017-11-26 08:57:33,176593_313023_2017-11-26 08:57:33
437262,447965,3299155,2017-11-26 08:57:40,437262_447965_2017-11-26 08:57:40
371165,287835,2994558,2017-11-26 08:58:08,371165_287835_2017-11-26 08:58:08
842483,1228154,1595193,2017-11-26 08:58:17,842483_1228154_2017-11-26 08:58:17
297324,1229984,2462567,2017-11-26 08:58:34,297324_1229984_2017-11-26 08:58:34
400117,2293402,446701,2017-11-26 08:58:34,400117_2293402_2017-11-26 08:58:34
798457,4699955,922189,2017-11-26 08:58:35,798457_4699955_2017-11-26 08:58:35
630547,2709193,2761222,2017-11-26 08:59:12,630547_2709193_2017-11-26 08:59:12
50601,2677845,438014,2017-11-26 08:59:27,50601_2677845_2017-11-26 08:59:27
627805,1208659,2735466,2017-11-26 08:59:34,627805_1208659_2017-11-26 08:59:34
291396,3574411,306202,2017-11-26 08:59:39,291396_3574411_2017-11-26 08:59:39
680175,2739898,883960,2017-11-26 08:59:48,680175_2739898_2017-11-26 08:59:48
258227,1354952,2735466,2017-11-26 09:00:34,258227_1354952_2017-11-26 09:00:34
88969,1102130,2885642,2017-11-26 09:00:48,88969_1102130_2017-11-26 09:00:48
743459,1011389,4369584,2017-11-26 09:00:53,743459_1011389_2017-11-26 09:00:53
477997,1963412,4159072,2017-11-26 09:00:56,477997_1963412_2017-11-26 09:00:56
685252,4964522,1249761,2017-11-26 09:00:58,685252_4964522_2017-11-26 09:00:58
638882,1773561,245312,2017-11-26 09:01:16,638882_1773561_2017-11-26 09:01:16
617881,3744024,2145555,2017-11-26 09:01:40,617881_3744024_2017-11-26 09:01:40
22138,4343429,72526,2017-11-26 09:01:44,22138_4343429_2017-11-26 09:01:44
484199,1856847,3118167,2017-11-26 09:02:22,484199_1856847_2017-11-26 09:02:22
354458,2984050,2419959,2017-11-26 09:02:33,354458_2984050_2017-11-26 09:02:33
774796,4185216,1442665,2017-11-26 09:03:37,774796_4185216_2017-11-26 09:03:37
255155,4667268,1464116,2017-11-26 09:03:45,255155_4667268_2017-11-26 09:03:45
579331,2418238,3410245,2017-11-26 09:04:22,579331_2418238_2017-11-26 09:04:22
738306,3019694,3177764,2017-11-26 09:05:43,738306_3019694_2017-11-26 09:05:43
727691,1787800,2306491,2017-11-26 09:08:01,727691_1787800_2017-11-26 09:08:01
605725,4379314,2735466,2017-11-26 09:08:11,605725_4379314_2017-11-26 09:08:11
5836,2484510,1029459,2017-11-26 09:08:28,5836_2484510_2017-11-26 09:08:28
125289,3028021,605237,2017-11-26 09:08:34,125289_3028021_2017-11-26 09:08:34
894187,5068108,4363582,2017-11-26 09:08:40,894187_5068108_2017-11-26 09:08:40
567465,2700676,4301450,2017-11-26 09:10:10,567465_2700676_2017-11-26 09:10:10
445941,2118775,3002561,2017-11-26 09:12:55,445941_2118775_2017-11-26 09:12:55
764317,5069556,570735,2017-11-26 09:13:10,764317_5069556_2017-11-26 09:13:10
105694,3227308,982926,2017-11-26 09:13:36,105694_3227308_2017-11-26 09:13:36
431594,3881715,4145813,2017-11-26 09:13:56,431594_3881715_2017-11-26 09:13:56
625466,3709189,685988,2017-11-26 09:14:07,625466_3709189_2017-11-26 09:14:07
512428,3488199,2920476,2017-11-26 09:14:22,512428_3488199_2017-11-26 09:14:22
741867,2058723,1299190,2017-11-26 09:14:35,741867_2058723_2017-11-26 09:14:35
1008750,144586,2050292,2017-11-26 09:15:16,1008750_144586_2017-11-26 09:15:16
313473,2851672,2288113,2017-11-26 09:15:22,313473_2851672_2017-11-26 09:15:22
649382,359033,2885642,2017-11-26 09:15:40,649382_359033_2017-11-26 09:15:40
265712,3651487,2465336,2017-11-26 09:15:44,265712_3651487_2017-11-26 09:15:44
957827,2581938,2520377,2017-11-26 09:16:31,957827_2581938_2017-11-26 09:16:31
323410,2226298,2837163,2017-11-26 09:16:34,323410_2226298_2017-11-26 09:16:34
160499,2167209,4282651,2017-11-26 09:16:45,160499_2167209_2017-11-26 09:16:45
451267,1486969,570735,2017-11-26 09:16:47,451267_1486969_2017-11-26 09:16:47
345662,923679,5041153,2017-11-26 09:18:02,345662_923679_2017-11-26 09:18:02
6433,2203787,3975787,2017-11-26 09:18:22,6433_2203787_2017-11-26 09:18:22
853873,356493,4834913,2017-11-26 09:18:31,853873_356493_2017-11-26 09:18:31
282028,849038,1516409,2017-11-26 09:18:37,282028_849038_2017-11-26 09:18:37
781323,3570679,2572604,2017-11-26 09:18:59,781323_3570679_2017-11-26 09:18:59
896138,1803606,244923,2017-11-26 09:19:09,896138_1803606_2017-11-26 09:19:09
182617,1474251,1349561,2017-11-26 09:19:14,182617_1474251_2017-11-26 09:19:14
741867,2196166,1104592,2017-11-26 09:19:37,741867_2196166_2017-11-26 09:19:37
574719,15716,3747017,2017-11-26 09:20:00,574719_15716_2017-11-26 09:20:00
967508,4383907,1075533,2017-11-26 09:20:06,967508_4383907_2017-11-26 09:20:06
472568,693797,154040,2017-11-26 09:20:23,472568_693797_2017-11-26 09:20:23
139584,4254387,3985610,2017-11-26 09:20:33,139584_4254387_2017-11-26 09:20:33
141067,5088298,1872294,2017-11-26 09:22:08,141067_5088298_2017-11-26 09:22:08
967636,3605943,1834026,2017-11-26 09:22:18,967636_3605943_2017-11-26 09:22:18
691935,2523739,4217906,2017-11-26 09:22:53,691935_2523739_2017-11-26 09:22:53
615241,1269806,3645362,2017-11-26 09:24:03,615241_1269806_2017-11-26 09:24:03
4951,4220816,200278,2017-11-26 09:24:16,4951_4220816_2017-11-26 09:24:16
478610,3197165,2640118,2017-11-26 09:25:15,478610_3197165_2017-11-26 09:25:15
969674,3479899,564835,2017-11-26 09:26:26,969674_3479899_2017-11-26 09:26:26
351407,2340092,3371868,2017-11-26 09:26:27,351407_2340092_2017-11-26 09:26:27
1008958,5144220,1275696,2017-11-26 09:26:45,1008958_5144220_2017-11-26 09:26:45
832980,4303577,1464116,2017-11-26 09:27:33,832980_4303577_2017-11-26 09:27:33
918681,4452923,1464116,2017-11-26 09:27:47,918681_4452923_2017-11-26 09:27:47
887916,4455720,1964754,2017-11-26 09:27:52,887916_4455720_2017-11-26 09:27:52
697415,4533035,2342116,2017-11-26 09:28:05,697415_4533035_2017-11-26 09:28:05
80390,2414790,1023823,2017-11-26 09:28:31,80390_2414790_2017-11-26 09:28:31
565988,1800792,965809,2017-11-26 09:28:58,565988_1800792_2017-11-26 09:28:58
340325,4986522,2129666,2017-11-26 09:29:05,340325_4986522_2017-11-26 09:29:05
147905,4458014,4834913,2017-11-26 09:29:22,147905_4458014_2017-11-26 09:29:22
267354,4817655,1466687,2017-11-26 09:29:54,267354_4817655_2017-11-26 09:29:54
639710,3962391,982926,2017-11-26 09:30:34,639710_3962391_2017-11-26 09:30:34
309990,2992565,3937814,2017-11-26 09:32:08,309990_2992565_2017-11-26 09:32:08
309990,1827452,3937814,2017-11-26 09:32:08,309990_1827452_2017-11-26 09:32:08
933405,2934068,903809,2017-11-26 09:32:22,933405_2934068_2017-11-26 09:32:22
343798,2056231,50601,2017-11-26 09:32:44,343798_2056231_2017-11-26 09:32:44
109279,1116936,1464116,2017-11-26 09:32:47,109279_1116936_2017-11-26 09:32:47
1007669,4481231,1258177,2017-11-26 09:32:47,1007669_4481231_2017-11-26 09:32:47
502656,3648827,2977465,2017-11-26 09:33:56,502656_3648827_2017-11-26 09:33:56
964179,3485136,1464116,2017-11-26 09:35:48,964179_3485136_2017-11-26 09:35:48
78705,4528001,801221,2017-11-26 09:35:56,78705_4528001_2017-11-26 09:35:56
1009155,1829006,4756105,2017-11-26 09:36:16,1009155_1829006_2017-11-26 09:36:16
382074,1207070,3975787,2017-11-26 09:37:10,382074_1207070_2017-11-26 09:37:10
774031,2862864,2885642,2017-11-26 09:37:17,774031_2862864_2017-11-26 09:37:17
417124,4866462,2979796,2017-11-26 09:37:34,417124_4866462_2017-11-26 09:37:34
543000,2316679,2892802,2017-11-26 09:39:04,543000_2316679_2017-11-26 09:39:04
397931,3478202,1299190,2017-11-26 09:39:50,397931_3478202_2017-11-26 09:39:50
908369,3176942,2535791,2017-11-26 09:39:55,908369_3176942_2017-11-26 09:39:55
767912,5046002,2218582,2017-11-26 09:40:07,767912_5046002_2017-11-26 09:40:07
466365,5117240,2550060,2017-11-26 09:40:32,466365_5117240_2017-11-26 09:40:32
177268,1334959,2885642,2017-11-26 09:40:53,177268_1334959_2017-11-26 09:40:53
20288,4821498,3299155,2017-11-26 09:41:40,20288_4821498_2017-11-26 09:41:40
294776,1689743,2735466,2017-11-26 09:42:37,294776_1689743_2017-11-26 09:42:37
203577,1860495,4145813,2017-11-26 09:42:52,203577_1860495_2017-11-26 09:42:52
51980,4729869,4170419,2017-11-26 09:43:12,51980_4729869_2017-11-26 09:43:12
236072,1131769,1787510,2017-11-26 09:44:01,236072_1131769_2017-11-26 09:44:01
312992,3236790,3924783,2017-11-26 09:45:59,312992_3236790_2017-11-26 09:45:59
419976,2696116,2131531,2017-11-26 09:46:54,419976_2696116_2017-11-26 09:46:54
147734,3756418,4145813,2017-11-26 09:47:02,147734_3756418_2017-11-26 09:47:02
349972,2971425,903809,2017-11-26 09:47:04,349972_2971425_2017-11-26 09:47:04
419083,367331,570735,2017-11-26 09:47:26,419083_367331_2017-11-26 09:47:26
274286,4855217,1789614,2017-11-26 09:48:13,274286_4855217_2017-11-26 09:48:13
862016,2444144,3286162,2017-11-26 09:49:05,862016_2444144_2017-11-26 09:49:05
156940,1015017,4473353,2017-11-26 09:49:52,156940_1015017_2017-11-26 09:49:52
943175,2881342,569703,2017-11-26 09:50:35,943175_2881342_2017-11-26 09:50:35
518296,274336,2355072,2017-11-26 09:50:50,518296_274336_2017-11-26 09:50:50
559379,2275691,4897718,2017-11-26 09:51:45,559379_2275691_2017-11-26 09:51:45
4758,3242592,4148053,2017-11-26 09:53:01,4758_3242592_2017-11-26 09:53:01
324745,2827955,4801426,2017-11-26 09:53:04,324745_2827955_2017-11-26 09:53:04
23967,4729411,2449664,2017-11-26 09:53:20,23967_4729411_2017-11-26 09:53:20
992858,132921,1216617,2017-11-26 09:53:22,992858_132921_2017-11-26 09:53:22
97965,4510629,4874384,2017-11-26 09:53:37,97965_4510629_2017-11-26 09:53:37
995604,3319206,2578647,2017-11-26 09:54:07,995604_3319206_2017-11-26 09:54:07
478054,2985484,4756105,2017-11-26 09:54:14,478054_2985484_2017-11-26 09:54:14
158948,1273068,1051370,2017-11-26 09:54:40,158948_1273068_2017-11-26 09:54:40
746368,1803651,833866,2017-11-26 09:54:53,746368_1803651_2017-11-26 09:54:53
344610,3304925,5024947,2017-11-26 09:56:18,344610_3304925_2017-11-26 09:56:18
461408,2376817,1265358,2017-11-26 09:56:50,461408_2376817_2017-11-26 09:56:50
202276,4745018,2033408,2017-11-26 09:57:14,202276_4745018_2017-11-26 09:57:14
427763,3592007,2828436,2017-11-26 09:58:38,427763_3592007_2017-11-26 09:58:38
604904,4719027,2520377,2017-11-26 09:58:59,604904_4719027_2017-11-26 09:58:59
719754,4247592,3586920,2017-11-26 10:00:06,719754_4247592_2017-11-26 10:00:06
550096,1357749,1884322,2017-11-26 10:00:23,550096_1357749_2017-11-26 10:00:23
835279,4148617,4756105,2017-11-26 10:01:02,835279_4148617_2017-11-26 10:01:02
888157,395399,1320293,2017-11-26 10:01:09,888157_395399_2017-11-26 10:01:09
17602,129828,3164550,2017-11-26 10:01:17,17602_129828_2017-11-26 10:01:17
629029,3993151,800581,2017-11-26 10:01:19,629029_3993151_2017-11-26 10:01:19
664334,882301,2945933,2017-11-26 10:02:34,664334_882301_2017-11-26 10:02:34
383027,2556026,106173,2017-11-26 10:04:15,383027_2556026_2017-11-26 10:04:15
266242,52487,4217906,2017-11-26 10:04:58,266242_52487_2017-11-26 10:04:58
369537,1400541,1320293,2017-11-26 10:06:44,369537_1400541_2017-11-26 10:06:44
353015,2862509,4756105,2017-11-26 10:06:52,353015_2862509_2017-11-26 10:06:52
344294,1881976,4970201,2017-11-26 10:07:05,344294_1881976_2017-11-26 10:07:05
468765,1536645,3435808,2017-11-26 10:07:32,468765_1536645_2017-11-26 10:07:32
563981,1098309,431452,2017-11-26 10:08:11,563981_1098309_2017-11-26 10:08:11
588467,4779266,155172,2017-11-26 10:08:38,588467_4779266_2017-11-26 10:08:38
572048,2885402,144028,2017-11-26 10:08:46,572048_2885402_2017-11-26 10:08:46
69101,3257145,2440115,2017-11-26 10:09:58,69101_3257145_2017-11-26 10:09:58
696059,4965315,1213320,2017-11-26 10:09:58,696059_4965315_2017-11-26 10:09:58
396911,2926165,846990,2017-11-26 10:10:38,396911_2926165_2017-11-26 10:10:38
476838,2938059,3100520,2017-11-26 10:11:03,476838_2938059_2017-11-26 10:11:03
733970,4330659,2735466,2017-11-26 10:11:08,733970_4330659_2017-11-26 10:11:08
278380,3624261,4169506,2017-11-26 10:11:15,278380_3624261_2017-11-26 10:11:15
789734,4350384,1851156,2017-11-26 10:12:06,789734_4350384_2017-11-26 10:12:06
322030,4568666,1575622,2017-11-26 10:13:29,322030_4568666_2017-11-26 10:13:29
488081,2801304,4756105,2017-11-26 10:13:55,488081_2801304_2017-11-26 10:13:55
447899,1251380,2158870,2017-11-26 10:14:13,447899_1251380_2017-11-26 10:14:13
687589,3167209,182358,2017-11-26 10:14:27,687589_3167209_2017-11-26 10:14:27
772850,2420737,2665773,2017-11-26 10:14:33,772850_2420737_2017-11-26 10:14:33
629950,2361998,2529187,2017-11-26 10:16:03,629950_2361998_2017-11-26 10:16:03
104465,2242450,2465336,2017-11-26 10:16:11,104465_2242450_2017-11-26 10:16:11
244011,4612814,3745824,2017-11-26 10:16:13,244011_4612814_2017-11-26 10:16:13
38558,3261023,3459562,2017-11-26 10:16:25,38558_3261023_2017-11-26 10:16:25
1000718,4087718,3627351,2017-11-26 10:16:36,1000718_4087718_2017-11-26 10:16:36
1000718,1937418,3627351,2017-11-26 10:16:59,1000718_1937418_2017-11-26 10:16:59
710076,2231510,174239,2017-11-26 10:17:00,710076_2231510_2017-11-26 10:17:00
770526,810404,4690421,2017-11-26 10:17:19,770526_810404_2017-11-26 10:17:19
14424,37693,4530743,2017-11-26 10:18:34,14424_37693_2017-11-26 10:18:34
803732,529992,1209439,2017-11-26 10:18:35,803732_529992_2017-11-26 10:18:35
331867,4371370,2131531,2017-11-26 10:19:03,331867_4371370_2017-11-26 10:19:03
909029,4423999,2476560,2017-11-26 10:20:05,909029_4423999_2017-11-26 10:20:05
972266,152529,4758477,2017-11-26 10:20:28,972266_152529_2017-11-26 10:20:28
36786,2129965,4868797,2017-11-26 10:21:24,36786_2129965_2017-11-26 10:21:24
735089,1464455,685988,2017-11-26 10:23:03,735089_1464455_2017-11-26 10:23:03
191731,3996957,4558340,2017-11-26 10:23:54,191731_3996957_2017-11-26 10:23:54
279798,4544842,1462051,2017-11-26 10:24:41,279798_4544842_2017-11-26 10:24:41
433820,465424,330316,2017-11-26 10:25:32,433820_465424_2017-11-26 10:25:32
537951,4344011,2885642,2017-11-26 10:25:34,537951_4344011_2017-11-26 10:25:34
298658,353352,2042400,2017-11-26 10:25:54,298658_353352_2017-11-26 10:25:54
191391,4529,3980900,2017-11-26 10:26:14,191391_4529_2017-11-26 10:26:14
623589,2787831,815311,2017-11-26 10:26:15,623589_2787831_2017-11-26 10:26:15
737287,5043285,2885642,2017-11-26 10:26:23,737287_5043285_2017-11-26 10:26:23
614583,403364,1231891,2017-11-26 10:27:19,614583_403364_2017-11-26 10:27:19
312018,4934023,2982027,2017-11-26 10:27:44,312018_4934023_2017-11-26 10:27:44
548863,2313503,1286537,2017-11-26 10:28:54,548863_2313503_2017-11-26 10:28:54
294500,2285459,2885642,2017-11-26 10:28:54,294500_2285459_2017-11-26 10:28:54
694057,1459330,4789432,2017-11-26 10:29:01,694057_1459330_2017-11-26 10:29:01
615770,4610613,1464116,2017-11-26 10:29:15,615770_4610613_2017-11-26 10:29:15
694910,2731799,1611144,2017-11-26 10:30:14,694910_2731799_2017-11-26 10:30:14
650083,701097,2572604,2017-11-26 10:30:29,650083_701097_2017-11-26 10:30:29
680647,3588308,3822090,2017-11-26 10:30:40,680647_3588308_2017-11-26 10:30:40
663317,4647393,1787510,2017-11-26 10:31:01,663317_4647393_2017-11-26 10:31:01
724048,1429477,903809,2017-11-26 10:31:41,724048_1429477_2017-11-26 10:31:41
147524,3728684,2885642,2017-11-26 10:31:44,147524_3728684_2017-11-26 10:31:44
934276,1655309,5147460,2017-11-26 10:32:17,934276_1655309_2017-11-26 10:32:17
282301,2457226,1879194,2017-11-26 10:32:38,282301_2457226_2017-11-26 10:32:38
595166,936984,999755,2017-11-26 10:32:54,595166_936984_2017-11-26 10:32:54
419879,2546324,4918438,2017-11-26 10:33:17,419879_2546324_2017-11-26 10:33:17
839995,2633121,119741,2017-11-26 10:33:32,839995_2633121_2017-11-26 10:33:32
473058,447253,1464116,2017-11-26 10:33:35,473058_447253_2017-11-26 10:33:35
15869,284834,2072473,2017-11-26 10:33:55,15869_284834_2017-11-26 10:33:55
200638,487566,4145813,2017-11-26 10:34:09,200638_487566_2017-11-26 10:34:09
886327,70101,1216617,2017-11-26 10:35:49,886327_70101_2017-11-26 10:35:49
319546,4481857,3252144,2017-11-26 10:36:32,319546_4481857_2017-11-26 10:36:32
192219,1861309,1573465,2017-11-26 10:36:52,192219_1861309_2017-11-26 10:36:52
380274,1218545,4758477,2017-11-26 10:37:03,380274_1218545_2017-11-26 10:37:03
1000899,897824,334161,2017-11-26 10:37:28,1000899_897824_2017-11-26 10:37:28
399333,39858,4789432,2017-11-26 10:37:36,399333_39858_2017-11-26 10:37:36
702537,140247,903809,2017-11-26 10:37:49,702537_140247_2017-11-26 10:37:49
143874,3071038,866301,2017-11-26 10:38:03,143874_3071038_2017-11-26 10:38:03
195053,5076996,4181361,2017-11-26 10:38:06,195053_5076996_2017-11-26 10:38:06
1014353,3636119,801221,2017-11-26 10:38:10,1014353_3636119_2017-11-26 10:38:10
1538,3042481,149192,2017-11-26 10:38:16,1538_3042481_2017-11-26 10:38:16
205500,709189,2194744,2017-11-26 10:38:48,205500_709189_2017-11-26 10:38:48
178881,1278293,2733371,2017-11-26 10:39:01,178881_1278293_2017-11-26 10:39:01
139222,2072383,1964754,2017-11-26 10:39:47,139222_2072383_2017-11-26 10:39:47
608848,1372125,3598912,2017-11-26 10:40:06,608848_1372125_2017-11-26 10:40:06
225269,381366,874415,2017-11-26 10:40:09,225269_381366_2017-11-26 10:40:09
820490,1013913,1724559,2017-11-26 10:40:17,820490_1013913_2017-11-26 10:40:17
